tweets,label
@tweedysters O título é a indireta :),1
@AscensoSimoes Ahahah… Muito bom. Não conhecia e até tenho faltado às últimas aulas :-),1
"Porque é que nos rimos sempre da ""desgraça"" alheia? Talvez isto explique :) nota: coitadito do pequenote https://t.co/Z3OMbuQPTT",1
foo :-) : b320dc2b-dd74-42bb-a7ca-e52bc2952776,1
Sinb parece a mais estressada/sem paciência no Gfri... — aaaaaaa esse é o jeito meme dela :) https://t.co/Y02cUCaNj0,1
@Cavalinho_CAP Vendo por esse lado (o seu) tenho que concordar :),1
"Obg, Facebook é melhor que muitas pessoas :) https://t.co/9tDzA9QQdN",1
@LuckyTiago não rola infeliz... vá la buscar o lula para vc fazer o que sonha em fazer com ele :),1
"Inscrições para curso Rio Grande do Sul :)

Escreva para
mariana@inspiralante.com.br

O curso de Percepção... https://t.co/btGJ9wk98v",1
so da podle revoltado no facebook porque perderao kkkk verdao é verdao poha nao fiquem revoltados :),1
"@luanasykess Conversa de hoje à tarde, mas sempre podais ter novos amigos :) u welcome",1
Na vida eu sou pessoa que deixa os amigos irem na frente pra ir depois ouvindo musica tranquila :),1
"o @ parece que só posta desenhos coloridos da Gaga na página, o meu que é preto e branco não postam :)",1
@77Sensor @EurosportTV_Por Não tenho dessas coisas. :) Tiro o som.,1
@85laetitia85 toutafé :),1
@Flor_direct @BestHarrySBR boa sorte :),1
"Te dei um stalk agora pouco, tenho interesse — hehehe :) https://t.co/SRF8QDooda",1
"Pq vc foi grossa a toa comigo 
Falam que vc é a men... — eu fui grossa??? eu sou um amor msm rsrs :) https://t.co/ki7FUeLi5u",1
@ilangaw17 @OGatoGalactico Valeu!! :),1
Gostei de um vídeo @YouTube https://t.co/MFSrK8bmik Battle - O TIGRINHO GANHOU CHUVA DE DIAMANTE :),1
@denilsonshow tou só esperando o post sobre o corinthians pra dar rt na QUARTA FORÇA :),1
"E por favor, enfia a tua cabeça no teu cu, obrigada :) https://t.co/AqnVyhfkkG",1
"Isso nunca to vou dizer,  não leves a mal, sei que ... — Pronto como preferires, obrigada :) https://t.co/wdGIY1MKaO",1
@jbfilhoreporter Chama o Cravo e reverte na Suíça! :),1
"Vou dar aquela caga agora, pra você!  ahsjsjs :)",1
"Amanhã já é segunda... #soquenao, é  feriado. Mais um dia para ler, mais um dia para ler... :) #amoraoslivros",1
Gostei de um vídeo @YouTube https://t.co/eOmFa2FQ9kÃO DOS JOGOS DIFERENTOSOS!! BORA LITTLE NIGHTMARES PRIMEIRO :),1
Estou indo pro culto :),1
Wanessa podia cantar as novas né? :),1
"@God_is_a_she @behin_d_curtain Era. A belga não me dava dois metros de soltura, parecia a minha sombra. :)",1
"@toldryle NÓS nos importamos com ele, se você está aqui pra falar merda pode se retirar :)  #WeLoveJackJohnson #BrazilLovesJackJ",1
só me fodo :),1
@felipeneto é o brasil meu filho :),1
@rxcd @arrowp Pensando por esse viés… :-),1
.@rita_WTV @ddlzhou Faço RTxRT :),1
Eita quando vejo Astor lembro de Keny Shenrock :),1
na Tv da pra ver as cabeças deles :),1
@nckisagod nem foi :),1
@louishrynlx Não é mal visto :),1
"@a_bibi2728 Ohhhh amansa ursa ahahahahh, amanha vais apanhar :)",1
Ostia chavales :),1
"Quando eu falo que vou fazer psicologia tem gente que fala ""uuh vai passar fome"" ai eu fico tipo :) pq é engraçado",1
benfica shit — shit é a tua cara :) https://t.co/zpZifppxut,1
Boa noite :-),1
"@focustarboy eu tinha lhe dito para voltar a Portugal em breve pq o queria conhecer e ele disse ""I WILL :) Love you"" AAAAA",1
"Respira, Cristiana, tá tudo bem :)",1
@taegomx o teu cu chora por tailandeses :),1
@Diogofluminens2 @FluminenseFC @bravo52oficial minha foto kkkkkkkk :),1
"Stam! Não podia dar certo! 
:) https://t.co/O9eclbXDrl",1
Melhor sorriso do mundo! :) https://t.co/opb8z06h4b,1
Companhia especial de almoço hoje :-) https://t.co/Er893YMmId,1
Uma merda :) https://t.co/kXbgH9rRyo,1
Eu quando ganho confiança com as pessoas :) https://t.co/BqWN0Igl5w,1
Escolhe me a mim :),1
@leticia_cmt @Uber_Brasil Eu não consigo alterar meu cartão de crédito há 2 dias e estou bloqueada no aplicativo :),1
"@corbata1982 não entendi kkk mas ainda assim, e daí se as pessoas pensam q estão ficando? foda-se a opinião dos outros :-) né? ^_^",1
@Joa0Correia fazes bem :),1
foo :-) : cb998b2a-de18-4b34-8d28-66e16dd16a19,1
hora de afogar as mágoas em comida :),1
Se tocar XAINIRÔ eu não respondo por mim :),1
começando o dia com derrota por culpa de primata acéfalo q n sabe jogar :),1
Como amanhã e feriado :) https://t.co/W6xjQq1g8k,1
Foi pouquinho tempo mas valeu a pena :) tou bué bem,1
"...Ainda bem que todo bandido é burro. Por isso, se ferram. Dick vigarista/Richard Milhous Dastardly #feelings :)",1
fiz bolo de chocolate recheado :),1
"O meu ex-crush vai fazer o mesmo exame que eu, adoramos a vida :-)",1
@Herr_Flicks Estou a ver sem som. :),1
@inconseguir E o resto ? :),1
@gabiefernandes me da parabens favorzinho :),1
"@miichael52 Opa! Não sabia, não sabia mesmo. Vivendo e aprendendo. :-)",1
Sou uma merda :) :) :) :) :),1
e agora os outros que me pedem abraço :),1
"HOJE EU SÓ QUERO 
QUE O DIA TERMINE BEM ! 
:)",1
@AsuClockworker @PeixeTonto eu acho as duas super legais :),1
Ainda não matámos ninguém :) https://t.co/xwVlKf8UNM,1
vou ligar pra ele e matar a saudade :),1
@cmariact @ritafcf Podes falar Mt tu :),1
Gostei de um vídeo @YouTube https://t.co/8JVwVQ8ubaÃO DOS JOGOS DIFERENTOSOS!! BORA LITTLE NIGHTMARES PRIMEIRO :),1
@heykarolm Heeeey. :) Um dos melhores livros que já li. AMEI!!,1
"O QUE NASCEU PARA SER SEU , NINGUÉM TIRA ,NINGUÉM SEPARA, NINGUÉM  ESTRAGA !!! 
:)",1
"@br271018 nao nao por acaso sao 22:57,denada :)",1
@marcelomedici Se vou ao Fagner e Zé Ramalho ia fácil no Belchior :),1
@uhlele misqueci de falar q tomamo 1 :),1
"Aquele banho quente, quase fervendo! :)",1
Boa noite Twitter :),1
@MrFroot Apesar de que vivemos é meio pesado. Somos parte da programação de algo/alguém. :),1
"@twiterdoMumu Deve ter sido um dia ruim dela,  parece ser uma pessoa incrível.  Paramore é chato. Ela vai reconsiderar :)",1
@evilquexr Estou sempre ao seu dispor. :),1
"Hoje, teremos muita música ao vivo, não perca! Uma cortesia nossa para sua presença vip. :) #amoaçaídojunão... https://t.co/OP6T608Jvt",1
"Relaxar e relaxar por isso os feriados foram feitos :)
Blue lagoon, Comino, Malta.
https://t.co/sQHJqfrt8O https://t.co/L5Qibv4ezj",1
Facam me companhia :) https://t.co/Zkd44VdrP7,1
"@FabioGuere Zero carbo não funciona. Jejum intermitente sim,  não precisa de cetose,  precisa controlar os picos de insulina :)",1
Boa noite! :),1
@MinhaLoukaVida Aaaaaa mt obrigadaa :),1
- A minha mãe acabou de me estragar os planos que tinha para amanhã :),1
odeio meu pai :),1
"Pq vc é flamenguista, cara? Uma pena — sou flamenguista pq sou inteligente e sei escolher :) https://t.co/tExYMPgrwn",1
sou mesmo um amor de pessoa :),1
@nao_mechateies @giocondaleandr litros de água também também não mandam coisa alguma :),1
eu vejo uns bagulho e fico tipo AAAAAAAAA VOU FALAR UM MONTE ME SEGURA Q TO PUTA mas na vdd fico assim :),1
@Lucicopata Tranquilo.. Pelo menos você vai conseguir postar :),1
Gostei de um vídeo @YouTube https://t.co/ROmbbi6lQnÃO DOS JOGOS DIFERENTOSOS!! BORA LITTLE NIGHTMARES PRIMEIRO :),1
Seu marido ficou muito bonito de cabelo cortado. — Hahahah é verdade ficou mesmo. Fala pra ele :) https://t.co/pqRqF3NX71,1
:-) A loucura na chegada do Desp. Aves ao Aeroporto no Porto https://t.co/FulorO6kPd via @maisfutebol,1
@Fernando_Saija Tamanho GGG pq tu é um elefante né :),1
"@ManelVieira Não é igual miúdo! Queria estar até ao fim, mas amanhã é a rasgar e vou lá estar louco da cabeça nada me interessa :)",1
@sangueazul1893 já está :),1
"@BrancaDeNeve88 Você vai ingressar na faculdade de direito em breve, amore :)",1
mas passa :),1
Gostei de um vídeo @YouTube https://t.co/OjYEPEagZF Combo :) (Desc),1
Ora nem mais :) https://t.co/zr09oDWxHY,1
@yuriqrn Okay então :),1
"Oswaldo Montenegro me fazendo ver Faustão. Seria legal que ele mandasse a versão que tem de ""À Pelo Seco"". :)",1
"@SaraStorm_ De nada! O meu pai passa horas nisso, ple adora sueca, por isso vou assumir que seja decente :)",1
@HOUISCREAM_ @louistprotect Ta certo :),1
"@IsabelAlbuquer1 Vamos ter esperança que sim. Há tempos trazia um casaco salmão, que era um estrondo :)",1
"@Stark_Legend Nossa tava ficando até intediado já , agora tenho pelo menos mais uns minutos garantido :)",1
"Meu aniversário tá chegando e Camila vai lançar sua nova música :)
#PREMIOSMTVMIAW 
#MTVINSTAGLCABELLO",1
"Igreja....acredite se quiser :) :) :) (@ Gri&amp;Lu Café Tattoo in Curitiba, Paraná) https://t.co/KJjZtf7TA3",1
Gostei de um vídeo @YouTube https://t.co/7q31UazulUÃO DOS JOGOS DIFERENTOSOS!! BORA LITTLE NIGHTMARES PRIMEIRO :),1
"@ntecurtojasbs É mútuo patinha Ahah 
Adoro-te :)",1
Domingo de sol e muitas fotos com a donna_fulana :) https://t.co/DaUWheLVDY,1
@brvvdley de nada :),1
Helo .. :).. https://t.co/sd3GVw34Tt,1
"gente eu tô vendendo dois  ingressos pro show da ariana em sp, pista comum dia 1 de julho quem quiser pode chamar :)",1
"Se vcs soubessem o tanto de e-mails e mensagens que já recebi pra falar da tireoide, cirurgia, casamento, namoro, etc etc etc
:)",1
@lollyoongi obrigada :),1
@MireiaMChef3 Te adoramos Mireia :) #MasterChef,1
@favjstinb De nada :),1
"Hoje é domingo, mas é sábado... então vamos chegar tarde em casa... acordar tarde manhã :)",1
"@idcndst so pq meti fav, ate as do rabo e do apaixonado :)",1
Feliz Domingo  :) https://t.co/hf7FXwNwq1,1
"@dancordeiro__ Nem é pia, é q o gedoz ficou tretando c ele o jogo inteiro, tava vendo tudo pela telinha! :)",1
"Gente que se ofende por uma foto pela mor de Deus ne? Falando que eu sou machista, se eu fosse machista ia mandar vc ir pilota seu fogão :)",1
"@BancodoBrasil Mandei uma DM, me ajuda aí, por favor! :)",1
"""Really really really really""
Q música viciante :)",1
"eu me importo, eu corro atrás, eu choro, eu faço tudo, mas só não reclame quando eu deixar de me importar :)",1
"Oi, eu gostaria de saber se eu sou o ovo da sua marmita meu mel :) - é o que eu e bianquinha achamos que funciona ✅",1
@brunapurper Se não responderem até às 20h tu leva! :),1
"Não se trata apenas de vencer, se trata do que voce aprendeu até chegar lá :)",1
@arroja0 @ohmaedameagua Ele entendeu :),1
"@CLG_Vash Certamente, tu nunca dao nada eles sempre vão lá e colocam no rabo de alguém :)",1
@waSpooky @mgbriel1 @lolesportsbr @REDCanids continua falando merda e tendo essa vida carente ai :),1
@ElisonECV Por isso eu deixei de seguir ele :),1
"@catowowman Quando puder :) eu a segui lá e dei uma olhada nas coisas, mas não entendi o conceito hehe",1
Gostei de um vídeo @YouTube https://t.co/vO4qTRjz10 v1 - New Member :),1
@gdkidprcity Tenho amigos mesmo bons que dão isso nos anos :),1
@oquedizerlarry @troyebird FOCA AKII Ó ME INDICA QUE EU DOU BALINHA :),1
"@PensadorZarolho Pensei o mesmo quando vi aquele cabelo com madeixas, só que tu escreveste :)",1
"Se eu pedir vocês não mandam por isso, não me mandem nudes por dm :)",1
"@effysonfire Que ele n amava mais ela*
De nada :)",1
eu adoro os meus bicos :) https://t.co/8Ar7hhwWYO,1
FIZ MINHA PRIMEIRA MD10 E CAÍ PRATA 5 AMO :),1
@FerrantiniEI @Immortals Pode ter a vantagem do cansaço porem  os cara vai ta com a mira quente :),1
"@UchihamaruGamer Blz,a gente entende. :)",1
eu posso nunca mais ter net mas o meu vizinho continua a ter :) https://t.co/Pj8OOjvCZr,1
"@camsmaslany @caju_sz o cara entro totalmente destruido agora, quem conhece mais ele é a caju por isso a pergunta :)",1
@MarkowsM Yes! Mas fico uma tarde em NYC :) peguei pra justamente passar o dia lá,1
@MarcelaSucupira Usando dorgas? Kkkkkkkk cogumelo é alucinógeno kkkkk zoeira :),1
@Duduzinhomc foi ótimo.. passei o dia todo com a minha vovó nada melhor que carinho de vovó... ❤ aliás ela te mandou um beijo :),1
@somerdasseca Hehehehe ele que a enfie no cú :),1
Maria Eduarda encontra-se chocada :) https://t.co/DDHBks03M0,1
@ana_vcoelho Vai sim.. jà o arramos e ficarà a pão e àgua no mesmo cativeiro que o Gum :),1
"@MauroNakada Nunca fui,se quiser me levar to dentro :)",1
"@igoor_marquess @DoentesPFutebol @ChapecoenseReal Pai, perdoa. Ele  não sabe o que fala. :)",1
Gostei tanto dessa pack :),1
@deadtwolf isso é tudo da coleção de hp da riachuelo :),1
Rebeldia nordestina! :) #MargarethMenezes #SóMusicão #GeraldoAzevedo #Fagner #Belchior… https://t.co/ev3GBdalub,1
@VanessaTrentini Aproveite nossa promoção!! Estamos à disposição para outras informações. :),1
"a minha foto do ig a flopar hard
:)",1
"Pensando em ir pra casa depois já que não tem ninguém la 
 olhar um filminho  :)",1
Agora eu to feliz :-),1
"Lotou a 1a turma, abriu a 2a :-) = CURSO WEBWRITING PARA PORTAIS E MÍDIAS SOCIAIS  https://t.co/jjyDuLM1Tf",1
@purpleskuld Isso eu ganhei mesmo :),1
"faltam 3 votos :)
https://t.co/1XXyfGicOw",1
@sacylol Pq desculpa sacy vocês tentaram :),1
"@Rayraburra encontrou outra bf né, fico feliz por você :)",1
"Loop,só pq sou legal :) https://t.co/U5oqqRRo0P",1
Boa noite meu caros amigos w amigas :),1
"Silver 1 :) :) :)

https://t.co/v6WO5Fo1Bx",1
Atardecer :) https://t.co/Hxwj5vsRfs,1
Me sinto melhor :),1
.@prazermatilde podes leva-lo que eu deixo :),1
@proudtwice Eu tenho minhas maneiras de me entreter e esquecer as coisas :),1
"@zjmiskiing Obrigada amore, de verdade. Me chame de Vic :)",1
@rafaela_kb Nos vemos lá :) vistes o resultado de hoje? rs,1
@EuDeBobeira Eu sei :),1
foo :) : 8d648a08-e4a7-4aae-9819-0dddf84a9565,1
"começou a dar p!atd e decidi agr que vou fumar e beber café 

sou uma confusão, eu sei :)",1
eu tenho 5 :) https://t.co/g2eExwjLqM,1
@FifthMands @RTNoosRTS @givesurprises boa sorte :),1
"Ah, não foi um #MomentoOstentação não. Eu não compro sapatos, compro conhecimento! :) Quem animar participar de algum, me fala!",1
"@drnsph Apesar de considerar o de limão o melhor, o de pêssego não fica atrás por pouco
Try again :)",1
@RaquelPinto20 Não não kirida estava bem sóbria e capaz :),1
@jeffs_araujo35 Que lindo isso....:),1
"minha irmã gêmea, e você? quem é? :): https://t.co/63ie90RxeH",1
@Ramass99 Mas sou :),1
@BBallTimeBR Poderia me dar o crédito pela foto? :),1
"@KARD_BRASIL Até quando vão aceitar as fanarts? :) Vou fazer uma de cada um p/entregar a eles no fansign, mas posso… https://t.co/iQglUoUGHF",1
Gostava tnt de te ver com o diogo — Obrigada :) https://t.co/PB2sUd2cgw,1
e quem nao me der parabens vai levar unf :),1
